bacia_sedimentar,código_do_poço_(api),nome_do_poço_(anp),profundidade_da_lâmina_(m),tipo_de_amostra_de_origem,quantidade_de_lâminas_delgadas,quantidade_de_lâminas_bioestratigráficas,data_de_conclusão_do_poço,município/estado,depositária
RECÔNCAVO,202400541200.0,7-CX-49-BA,1.23,nan,0.0,1.0,1989-09-23,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541200.0,7-CX-49-BA,1.27,nan,0.0,1.0,1989-09-23,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541200.0,7-CX-49-BA,1.31,nan,0.0,1.0,1989-09-23,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541200.0,7-CX-49-BA,1.34,nan,0.0,1.0,1989-09-23,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541200.0,7-CX-49-BA,1.38,nan,0.0,1.0,1989-09-23,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541200.0,7-CX-49-BA,1.41,nan,0.0,1.0,1989-09-23,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541200.0,7-CX-49-BA,1.45,nan,0.0,1.0,1989-09-23,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541200.0,7-CX-49-BA,1.49,nan,0.0,1.0,1989-09-23,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541200.0,7-CX-49-BA,1.52,nan,0.0,1.0,1989-09-23,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541200.0,7-CX-49-BA,1.56,nan,0.0,1.0,1989-09-23,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541200.0,7-CX-49-BA,1.59,nan,0.0,1.0,1989-09-23,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541200.0,7-CX-49-BA,1.63,nan,0.0,1.0,1989-09-23,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541200.0,7-CX-49-BA,1.67,nan,0.0,1.0,1989-09-23,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541200.0,7-CX-49-BA,1.7,nan,0.0,1.0,1989-09-23,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,396.0,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,432.0,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,468.0,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,504.0,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,540.0,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,576.0,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,612.0,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,648.0,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,684.0,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,720.0,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,756.0,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,792.0,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,828.0,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,864.0,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,900.0,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,936.0,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,972.0,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.01,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.04,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.08,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.12,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.15,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.19,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.22,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.26,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.3,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.33,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.37,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.4,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.44,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.48,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.51,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.55,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.58,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.62,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.66,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.69,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.73,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.76,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.8,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.91,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.94,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.96,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,1.98,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.0,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.02,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.03,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.05,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.07,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.09,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.11,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.12,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.14,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.16,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.18,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.2,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.21,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.23,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.25,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.27,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.29,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.3,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.32,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.34,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.36,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.38,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.39,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.41,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.43,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.45,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.47,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.48,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.5,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.57,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.59,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.63,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.68,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.7,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.72,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.74,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.79,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400541500.0,7-CX-50-BA,2.83,nan,0.0,1.0,1989-09-17,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,360.0,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,396.0,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,432.0,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,468.0,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,504.0,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,540.0,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,576.0,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,612.0,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,648.0,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,684.0,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,720.0,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,756.0,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,792.0,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,828.0,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,864.0,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,900.0,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,936.0,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,972.0,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,1.01,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,1.04,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,1.08,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,1.12,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,1.15,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,1.19,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,1.22,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,1.26,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,1.3,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,1.33,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,1.37,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,1.4,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542400.0,7-CX-51-BA,1.44,nan,0.0,1.0,1989-10-20,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,612.0,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,648.0,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,684.0,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,720.0,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,756.0,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,792.0,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,828.0,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,864.0,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,900.0,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,936.0,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,972.0,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,1.01,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,1.04,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,1.12,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,1.15,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,1.19,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,1.37,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,1.4,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,1.44,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,1.48,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,1.51,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,1.55,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,1.58,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,1.62,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,1.66,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,1.69,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,1.73,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,1.76,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,1.8,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,1.84,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,1.87,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,1.91,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,1.94,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,1.98,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400542600.0,7-CX-52-BA,2.12,nan,0.0,1.0,1989-11-03,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,1.39,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,1.44,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,1.48,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,1.51,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,1.55,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,1.58,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,1.62,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,1.66,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,1.69,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,1.73,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,1.76,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,1.8,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,1.84,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,1.87,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,1.91,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,1.94,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,1.98,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,2.02,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,2.05,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,2.09,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,2.12,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,2.16,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,2.2,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,2.23,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,2.27,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,2.3,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,2.34,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400543600.0,7-CX-53-BA,2.38,nan,0.0,1.0,1989-12-04,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400544000.0,7-CX-54-BA,423.0,nan,0.0,1.0,1990-01-09,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400544000.0,7-CX-54-BA,459.0,nan,0.0,1.0,1990-01-09,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400544000.0,7-CX-54-BA,495.0,nan,0.0,1.0,1990-01-09,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400544000.0,7-CX-54-BA,531.0,nan,0.0,1.0,1990-01-09,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400544000.0,7-CX-54-BA,567.0,nan,0.0,1.0,1990-01-09,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400544000.0,7-CX-54-BA,603.0,nan,0.0,1.0,1990-01-09,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400544000.0,7-CX-54-BA,639.0,nan,0.0,1.0,1990-01-09,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400544000.0,7-CX-54-BA,675.0,nan,0.0,1.0,1990-01-09,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400544000.0,7-CX-54-BA,711.0,nan,0.0,1.0,1990-01-09,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400544000.0,7-CX-54-BA,747.0,nan,0.0,1.0,1990-01-09,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400544000.0,7-CX-54-BA,783.0,nan,0.0,1.0,1990-01-09,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400544000.0,7-CX-54-BA,819.0,nan,0.0,1.0,1990-01-09,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400544000.0,7-CX-54-BA,855.0,nan,0.0,1.0,1990-01-09,RIO DE JANEIRO/RJ,3R
RECÔNCAVO,202400544000.0,7-CX-54-BA,891.0,nan,0.0,1.0,1990-01-09,RIO DE JANEIRO/RJ,3R
