bacia_sedimentar,código_do_poço_(api),nome_do_poço_(anp),tipo_de_fluido,profundidade_topo_(m),profundidade_base_(m),quantidade_de_amostra,tipo_de_container,volume_(l),data_de_conclusão_do_poço,município/estado,depositária
CAMPOS,34281024625.0,3-SHEL-22-ESS,Residuo / Água com sedimentos,"4617,00","4620,00",1.0,Frasco Ampola,"0,20",2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,Residuo / Água com sedimentos,"4623,00","4626,00",1.0,Frasco Ampola,"0,20",2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,Residuo / Água com sedimentos,"4629,00","4632,00",1.0,Frasco Ampola,"0,20",2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,Residuo / Água com sedimentos,"4635,00","4638,00",1.0,Frasco Ampola,"0,20",2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,Residuo / Água com sedimentos,"4641,00","4644,00",1.0,Frasco Ampola,"0,20",2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,Residuo / Água com sedimentos,"4647,00","4650,00",1.0,Frasco Ampola,"0,20",2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,Residuo / Água com sedimentos,"4653,00","4656,00",1.0,Frasco Ampola,"0,20",2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,Residuo / Água com sedimentos,"4659,00","4662,00",1.0,Frasco Ampola,"0,20",2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,Residuo / Água com sedimentos,"4671,00","4674,00",1.0,Frasco Ampola,"0,20",2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,Residuo / Água com sedimentos,"4677,00","4680,00",1.0,Frasco Ampola,"0,20",2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,Residuo / Água com sedimentos,"4683,00","4686,00",1.0,Frasco Ampola,"0,20",2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,Residuo / Água com sedimentos,"4689,00","4692,00",1.0,Frasco Ampola,"0,20",2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,Residuo / Água com sedimentos,"4695,00","4698,00",1.0,Frasco Ampola,"0,20",2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,Residuo / Água com sedimentos,"4701,00","4704,00",1.0,Frasco Ampola,"0,20",2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,Residuo / Água com sedimentos,"4707,00","4710,00",1.0,Frasco Ampola,"0,20",2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,Residuo / Água com sedimentos,"4713,00","4716,00",1.0,Frasco Ampola,"0,20",2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,Residuo / Água com sedimentos,"4719,00","4722,00",1.0,Frasco Ampola,"0,20",2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,Residuo / Água com sedimentos,"4725,00","4728,00",1.0,Frasco Ampola,"0,20",2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,Residuo / Água com sedimentos,"4731,00","4734,00",1.0,Frasco Ampola,"0,20",2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,Residuo / Água com sedimentos,"4737,00","4740,00",1.0,Frasco Ampola,"0,20",2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,Residuo / Água com sedimentos,"4743,00","4746,00",1.0,Frasco Ampola,"0,20",2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,Residuo / Água com sedimentos,"4749,00","4752,00",1.0,Frasco Ampola,"0,20",2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,Residuo / Água com sedimentos,"4755,00","4758,00",1.0,Frasco Ampola,"0,20",2010-07-05,RIO DE JANEIRO/RJ,SHELL
CAMPOS,34281024625.0,3-SHEL-22-ESS,Residuo / Água com sedimentos,"4758,00","4761,00",1.0,Frasco Ampola,"0,20",2010-07-05,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316021609.0,1-BG-1-SPS,ÓLEO,"1,02","3994,50",1.0,Garrafa de vidro,"0,50",2006-03-03,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316021609.0,1-BG-1-SPS,ÓLEO,1.01 +1.02,"3994,50",1.0,Garrafa de vidro,"0,50",2006-03-03,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316021609.0,1-BG-1-SPS,ÁGUA,"1,10","3994,50",1.0,Garrafa de vidro,"0,50",2006-03-03,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316021609.0,1-BG-1-SPS,ÓLEO,"1,08","3994,50",1.0,Garrafa de vidro,"0,50",2006-03-03,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316021609.0,1-BG-1-SPS,ÁGUA,"1,11","3994,50",1.0,Garrafa de vidro,"0,50",2006-03-03,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316021609.0,1-BG-1-SPS,ÓLEO,"1,03","3994,50",1.0,Garrafa de vidro,"0,50",2006-03-03,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316021609.0,1-BG-1-SPS,ÁGUA,"1,04","3994,50",1.0,Garrafa de vidro,"0,50",2006-03-03,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316021609.0,1-BG-1-SPS,ÓLEO,"1,01","3994,50",1.0,Garrafa de vidro,"0,50",2006-03-03,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316021609.0,1-BG-1-SPS,ÁGUA,"1,05","3994,50",1.0,Garrafa de vidro,"1,00",2006-03-03,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316021609.0,1-BG-1-SPS,ÁGUA,"1,06","3994,50",1.0,Garrafa de vidro,"1,00",2006-03-03,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316021609.0,1-BG-1-SPS,ÓLEO,"1,07","3994,50",1.0,Garrafa de vidro,"1,00",2006-03-03,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316021609.0,1-BG-1-SPS,ÁGUA,"1,12","3994,50",1.0,Garrafa de vidro,"1,00",2006-03-03,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"2457,00","2466,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"2475,00","2484,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"2484,00","2493,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"2664,00","2673,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"2673,00","2682,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"2682,00","2691,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"2691,00","2700,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"2700,00","2709,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"2925,00","2934,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"2943,00","2952,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"3042,00","3051,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"3051,00","3060,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"3060,00","3069,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"3375,00","3384,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"3384,00","3393,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"3393,00","3402,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"3447,00","3456,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"3456,00","3465,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"3816,00","3825,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"3825,00","3834,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"3834,00","3843,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"3843,00","3852,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"3852,00","3861,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"3861,00","3870,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"4599,00","4608,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"4608,00","4617,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"4617,00","4626,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"4626,00","4627,50",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"4635,00","4644,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"4644,00","4653,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"4653,00","4662,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,"4662,00","4671,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,nan,"4887,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,nan,"4890,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,nan,"4893,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,nan,"4896,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023629.0,1-BG-5-SPS,ÓLEO,nan,"4899,00",1.0,frasco plastico,"0,01",2009-01-19,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"1899,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"1908,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"1917,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"1926,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"1935,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"1944,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"1953,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"1962,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"1971,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"2718,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"2727,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"2736,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"2745,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"2754,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"2763,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"2772,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"2781,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"2790,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"2799,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"2808,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"2817,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"2826,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"2835,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"2844,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"2853,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"2862,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"3330,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"3339,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"3344,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"3348,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"3357,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"3483,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"3501,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"3510,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"3519,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"3528,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"3537,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"3546,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"3555,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"3753,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"3762,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"3771,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"3780,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"3789,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"3798,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"3807,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"3951,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"4023,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"4032,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"4041,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"4050,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"4059,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5068,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5274,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5283,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5292,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5301,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5310,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5319,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5328,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5337,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5346,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5355,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5364,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5373,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5727,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5730,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5733,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5769,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5775,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5811,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5829,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5832,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5838,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5844,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5850,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5856,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5862,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5868,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5874,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5880,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5889,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5937,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5940,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5943,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5946,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5952,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
SANTOS,86316023898.0,4-BG-7-SPS,Composto com água,nan,"5961,00",1.0,frasco plastico,"0,01",2009-05-15,RIO DE JANEIRO/RJ,SHELL
