poco,cadastro,operador,poco_operador,estado,bacia,bloco,sig_campo,campo,terra_mar,poco_pos_anp,tipo,categoria,reclassificacao,situacao,início,término,conclusao,titularidade,latitude_base_4c,longitude_base_4c,latitude_base_dd,longitude_base_dd,datum_horizontal,tipo_de_coordenada_de_base,direcao,profundidade_vertical_m,profundidade_sondador_m,profundidade_medida_m,referencia_de_profundidade,mesa_rotativa,cota_altimetrica_m,lamina_d_agua_m,datum_vertical,unidade_estratigrafica,geologia_grupo_final,geologia_formacao_final,geologia_membro_final,cdpe,agp,pc,pag,perfis_convencionais,durante_perfuracao,perfis_digitais,perfis_processados,perfis_especiais,amostra_lateral,sismica,tabela_tempo_profundidade,dados_direcionais,teste_a_cabo,teste_de_formacao,canhoneio,testemunho,geoquimica,sig_sonda,nom_sonda,atingiu_presal,dha_atualizacao
1-BRSA-1007-RJS,74281025836,BP Energy,1RJS664,RJ,Campos,C-M-535,nan,nan,M,S,1,Pioneiro,PORTADOR DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,2011-11-06,2012-03-01,2012-04-23,Público,"	-23:26:13,472","	-40:43:37,023","-23,4370755555","-40,7269508333",SIRGAS2000,Definitiva,Vertical,-5564.0,5600.0,5596.0,MR,32.0,0.0,2270.0,NM,nan,nan,nan,nan,Existe,nan,Existe,nan,Existe,Existe,nan,nan,nan,Existe,Existe,nan,Existe,Existe,nan,nan,nan,Existe,NS-33,NORBE IX,S,2024-11-24
1-BRSA-1013-SES,90121025877,Petrobras,1SES169,SE,Sergipe,SEAL-M-495,nan,nan,M,S,1,Pioneiro,SECO COM INDÍCIOS GÁS NATURAL,ABANDONADO PERMANENTEMENTE,2011-11-28,2012-04-14,2012-05-07,Público,"	-11:16:51,750","	-36:49:36,939","-11,2810416666","-36,8269275",SIRGAS2000,Definitiva,Vertical,-4260.0,4270.0,4272.0,MR,12.0,0.0,1520.0,NM,nan,nan,nan,nan,Existe,nan,Existe,Existe,Existe,Existe,nan,nan,nan,Existe,nan,nan,nan,Existe,nan,nan,nan,Existe,NS-29,CAROLINA,S,2024-11-24
1-BRSA-102-RJS,74316019604,Petrobras,1RJS563,RJ,Santos,BS-500,TMB  ,TAMBUATÁ,M,S,1,Pioneiro,SECO COM INDÍCIOS DE PETRÓLEO E GÁS NATURAL,ABANDONADO PERMANENTEMENTE,2001-09-01,2001-10-29,2001-11-02,Público,"	-24:13:15,535","	-42:23:12,040","-24,2209819444","-42,3866777777",SIRGAS2000,Definitiva,Vertical,5250.0,5347.0,5347.0,MR,14.0,0.0,1412.0,NM,nan,nan,nan,nan,Existe,Existe,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Existe,NS-22,DEEPWATER FRONTIER,I,2024-11-24
1-BRSA-1022-SES,90121025907,Petrobras,1SES159,SE,Sergipe,BM-SEAL-4,nan,nan,M,S,1,Pioneiro,PORTADOR DE PETRÓLEO E GÁS NATURAL,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2011-12-09,2012-07-11,2012-07-23,Público,"	-11:06:27,087","	-36:39:12,502","-11,1075241666","-36,6534727777",SIRGAS2000,Definitiva,Vertical,-4114.0,4126.0,4126.0,MR,12.0,0.0,1302.0,NM,nan,nan,nan,nan,Existe,nan,Existe,nan,Existe,Existe,nan,nan,nan,Existe,Existe,nan,nan,Existe,nan,nan,nan,nan,NS-21,OCEAN CLIPPER,N,2024-11-24
1-BRSA-103-RJS,74316019605,Petrobras,1RJS566,RJ,Santos,BS-500,PRP  ,PIRAPITANGA,M,S,1,Pioneiro,PRODUTOR SUBCOMERCIAL DE GÁS NATURAL,ABANDONADO POR LOGÍSTICA EXPLORATÓRIA,2001-09-02,2001-11-27,2001-12-07,Público,"	-24:18:10,556","	-42:49:54,151","-24,3029322222","-42,8317086111",SIRGAS2000,Definitiva,Vertical,5575.0,5602.0,5602.0,MR,24.0,0.0,1207.0,NM,nan,nan,nan,nan,Existe,Existe,Existe,nan,Existe,Existe,nan,nan,nan,nan,Existe,nan,Existe,Existe,nan,nan,nan,Existe,NS-22,DEEPWATER FRONTIER,I,2024-11-24
1-BRSA-1045i-SPS,86316026033,Petrobras,1SPS96i,SP,Santos,GUARA_SUL,SSPH ,SUL DE SAPINHOÁ,M,S,1,Pioneiro,OBSERVAÇÃO,ABANDONADO PERMANENTEMENTE,2012-02-07,2012-02-08,2012-02-10,Público,"	-25:57:16,968","	-43:11:31,785","-25,9547133333","-43,1921625",SIRGAS2000,Definitiva,Vertical,-2825.0,2843.0,2843.0,MR,18.0,0.0,2202.0,NM,nan,nan,nan,nan,Existe,nan,Existe,nan,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,NS-21,OCEAN CLIPPER,N,2024-11-24
1-BRSA-1045-SPS,86316026150,Petrobras,1SPS96,SP,Santos,GUARA_SUL,SSPH ,SUL DE SAPINHOÁ,M,S,1,Pioneiro,PORTADOR DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,2012-04-02,2012-07-08,2012-07-30,Público,"	-25:57:15,137","	-43:11:30,236","-25,9542047222","-43,1917322222",SIRGAS2000,Definitiva,Vertical,-5746.0,5766.0,5772.0,MR,25.0,0.0,2202.0,NM,nan,nan,nan,nan,Existe,nan,Existe,nan,Existe,Existe,nan,nan,nan,Existe,Existe,nan,Existe,Existe,nan,nan,Existe,Existe,NS-36,Cerrado,S,2024-11-24
1-BRSA-1050-SPS,86316026061,Petrobras,1SPS90,SP,Santos,S-M-1358,nan,nan,M,S,1,Pioneiro,SECO COM INDÍCIOS GÁS NATURAL,ABANDONADO PERMANENTEMENTE,2012-02-19,2012-10-05,2012-11-03,Público,"	-26:41:19,444","	-45:38:58,397","-26,6887344444","-45,6495547222",SIRGAS2000,Definitiva,Vertical,-6834.0,6848.0,6858.0,MR,23.0,0.0,1763.0,NM,nan,nan,nan,nan,Existe,nan,Existe,Existe,Existe,Existe,nan,nan,nan,Existe,Existe,nan,Existe,Existe,nan,nan,nan,Existe,SS-84,SS AMAZÔNIA,S,2024-11-24
1-BRSA-1063i-SPS,86316026130,Petrobras,1SPS98i,SP,Santos,S-M-623,nan,nan,M,S,1,Pioneiro,OBSERVAÇÃO,ABANDONADO PERMANENTEMENTE,2012-03-16,2012-03-17,2012-03-18,Público,"	-25:10:31,302","	-44:10:07,726","-25,1753616666","-44,1688127777",SIRGAS2000,Definitiva,Vertical,-2742.0,2760.0,2760.0,MR,18.0,0.0,1870.0,NM,nan,nan,nan,nan,Existe,nan,Existe,Existe,nan,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,NS-21,OCEAN CLIPPER,N,2024-11-24
1-BRSA-1071-ESS,34271026187,Petrobras,1ESS209,ES,Espírito Santo,ES-M-661,nan,nan,M,S,1,Pioneiro,PORTADOR DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,2012-04-23,2012-05-18,2012-06-08,Público,"	-20:30:19,843","	-39:48:36,048","-20,5055119444","-39,8100133333",SIRGAS2000,Definitiva,Vertical,-2962.0,2973.0,2974.0,MR,12.0,0.0,1204.0,NM,nan,nan,nan,nan,Existe,nan,Existe,Existe,Existe,Existe,nan,nan,nan,Existe,Existe,nan,Existe,Existe,nan,nan,nan,nan,NS-09,S. C. LANCER,S,2024-11-24
1-BRSA-108A-ESS,34281019655,Petrobras,1ESS103A,ES,Campos,BC-60,JUB  ,JUBARTE,M,S,1,Pioneiro,PORTADOR DE PETRÓLEO E GÁS NATURAL,ABANDONADO PERMANENTEMENTE,2001-10-14,2002-01-13,2002-01-19,Público,"	-21:16:23,421","	-40:00:11,994","-21,2731725","-40,0033316666",SIRGAS2000,Definitiva,Vertical,4782.0,4802.0,4802.0,MR,14.0,0.0,1347.0,NM,nan,nan,nan,nan,Existe,Existe,Existe,nan,Existe,nan,Existe,nan,nan,nan,nan,nan,Existe,nan,Existe,Existe,nan,Existe,NS-20,DEEPWATER EXPEDITION,S,2024-11-24
1-BRSA-108-ESS,34281019641,Petrobras,1ESS103,ES,Campos,BC-60,JUB  ,JUBARTE,M,S,1,Pioneiro,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,2001-10-07,2001-10-09,2002-01-19,Público,"	-21:16:23,462","	-40:00:10,606","-21,2731838888","-40,0029461111",SIRGAS2000,Definitiva,Vertical,4782.0,2005.0,4802.0,MR,14.0,0.0,1374.0,NM,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NS-20,DEEPWATER EXPEDITION,I,2024-11-24
1-BRSA-1080-CES,30096026232,Petrobras,1CES158,CE,Ceará,BM-CE-2,nan,nan,M,S,1,Pioneiro,DESCOBRIDOR DE NOVA JAZIDA PETRÓLEO,ABANDONADO PERMANENTEMENTE,2012-05-12,2012-08-27,2012-09-13,Público,"	-02:49:02,122","	-38:36:56,000","-2,8172561111","-38,6155555555",SIRGAS2000,Definitiva,Vertical,-5944.0,5973.0,5973.0,MR,28.0,0.0,2130.0,NM,nan,nan,nan,nan,Existe,nan,Existe,Existe,Existe,Existe,nan,Existe,nan,Existe,Existe,nan,Existe,Existe,Existe,nan,nan,Existe,SS-75,OCEAN COURAGE,N,2024-11-24
1-BRSA-1081-ESS,34271026255,3R Petroleum Off,1ESS210,ES,Espírito Santo,ES-M-414,nan,nan,M,S,1,Pioneiro,PORTADOR DE GÁS NATURAL,ABANDONADO PERMANENTEMENTE,2012-05-20,2012-07-27,2012-08-24,Público,"	-19:38:35,402","	-39:00:22,011","-19,6431672222","-39,0061141666",SIRGAS2000,Definitiva,Vertical,-4381.0,4405.0,4406.0,MR,25.0,0.0,913.0,NM,nan,nan,nan,nan,Existe,nan,Existe,nan,Existe,Existe,nan,nan,nan,Existe,nan,nan,Existe,Existe,nan,nan,nan,nan,SS-54,OCEAN WINNER,N,2024-11-24
1-BRSA-1086-ESS,34271026301,Petrobras,1ESS213,ES,Espírito Santo,ES-M-588,nan,nan,M,S,1,Pioneiro,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,2012-06-04,2012-06-04,2012-06-05,Público,"	-20:27:52,589","	-39:42:07,047","-20,4646080555","-39,7019575",SIRGAS2000,Definitiva,Vertical,-1586.0,1609.0,1609.0,MR,23.0,0.0,1537.0,NM,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,SS-79,LONE STAR,N,2024-11-24
1-BRSA-1104-SES,90121026452,Petrobras,1SES166,SE,Sergipe,SEAL-M-349,CVL  ,CAVALA,M,S,1,Pioneiro,"PORTADOR DE PETRÓLEO, GÁS NATURAL E CONDENSADO",ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2012-08-16,2012-12-13,2013-01-25,Público,"	-10:57:28,805","	-36:05:00,443","-10,9580013888","-36,0834563888",SIRGAS2000,Definitiva,Vertical,-6023.0,6056.0,6048.0,MR,25.0,0.0,2328.0,NM,nan,Piaçabuçu,Calumbi,nan,Existe,nan,Existe,Existe,Existe,Existe,nan,nan,nan,Existe,Existe,nan,Existe,Existe,nan,nan,nan,Existe,NS-27,DEEPWATER DISCOVERY,N,2024-11-24
1-BRSA-1108-SES,90121026491,Petrobras,1SES172,SE,Sergipe,SEAL-M-424,nan,nan,M,S,1,Pioneiro,PORTADOR DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2012-09-05,2012-11-24,2012-12-30,Público,"	-11:10:42,640","	-36:18:11,601","-11,1785111111","-36,3032225",SIRGAS2000,Definitiva,Vertical,-5350.0,5376.0,5376.0,MR,26.0,0.0,2583.0,NM,nan,Piaçabuçu,Calumbi,nan,Existe,nan,Existe,nan,Existe,Existe,nan,nan,nan,Existe,Existe,nan,nan,Existe,nan,nan,Existe,nan,NS-31,PETROBRAS 10000,N,2024-11-24
1-BRSA-1114-CES,30096026511,Petrobras,1CES160,CE,Ceará,BM-CE-1,nan,nan,M,S,1,Pioneiro,PORTADOR DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,2012-09-17,2012-11-27,2012-12-23,Público,"	-02:47:01,386","	-38:44:41,999","-2,7837183333","-38,7449997222",SIRGAS2000,Definitiva,Vertical,-5059.0,5087.0,5087.0,MR,28.0,0.0,1934.0,NM,nan,nan,nan,nan,Existe,nan,Existe,Existe,Existe,Existe,nan,Existe,nan,Existe,Existe,nan,Existe,Existe,nan,nan,nan,Existe,SS-75,OCEAN COURAGE,N,2024-11-24
1-BRSA-1141-SES,90121026731,Petrobras,1SES156,SE,Sergipe,BM-SEAL-4,BDNW ,BUDIÃO NOROESTE,M,S,1,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,2012-12-14,2013-03-20,2013-04-08,Público,"	-11:12:13,907","	-36:33:38,672","-11,2038630555","-36,5607422222",SIRGAS2000,Definitiva,Vertical,-4250.0,4272.0,4275.0,MR,25.0,0.0,2101.0,NM,nan,nan,nan,nan,Existe,nan,Existe,Existe,Existe,Existe,nan,nan,nan,Existe,Existe,nan,nan,Existe,nan,nan,nan,nan,SS-53,NOBLE PAUL WOLF,N,2024-11-24
1-BRSA-1146-RJS,74316026742,Petrobras,1RJS711,RJ,Santos,IARA_ENT,ATP  ,ATAPU,M,S,1,Pioneiro,PORTADOR DE PETRÓLEO,PRODUZINDO,2012-12-18,2013-04-22,2013-05-19,Público,"	-24:58:31,873","	-42:26:18,323","-24,9755202777","-42,4384230555",SIRGAS2000,Definitiva,Vertical,-5557.0,5580.0,5582.0,MR,25.0,0.0,2266.0,NM,nan,Guaratiba,Piçarras,nan,Existe,nan,Existe,Existe,Existe,Existe,nan,nan,nan,Existe,Existe,nan,Existe,Existe,Existe,nan,Existe,nan,NS-36,Cerrado,S,2024-11-24
1-BRSA-1166D-ESS,34271026942,Petrobras,1ESS218D,ES,Espírito Santo,ES-M-594,nan,nan,M,S,1,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,2013-03-24,2013-08-30,2013-09-11,Público,"	-20:28:37,023","	-38:51:10,529","-20,4769508333","-38,8529247222",SIRGAS2000,Definitiva,Direcional,-5812.0,6350.0,6344.0,MR,32.0,0.0,2264.0,NM,nan,Espírito Santo,Urucutuca,nan,Existe,nan,Existe,Existe,Existe,Existe,nan,nan,nan,Existe,nan,nan,Existe,Existe,nan,nan,nan,nan,NS-33,NORBE IX,N,2024-11-24
1-BRSA-1175-CES,30101027044,Petrobras,1CES161,CE,Potiguar,POT-M-665,nan,nan,M,S,1,Pioneiro,PORTADOR DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,2013-05-16,2013-09-30,2013-10-14,Público,"	-03:53:19,338","	-37:12:05,240","-3,888705","-37,2014555555",SIRGAS2000,Definitiva,Vertical,-5801.0,5836.0,5829.0,MR,28.0,0.0,1928.0,NM,nan,Areia Branca,Pescada,nan,Existe,nan,Existe,Existe,Existe,Existe,nan,nan,nan,Existe,Existe,nan,Existe,Existe,nan,nan,nan,nan,SS-75,OCEAN COURAGE,N,2024-11-24
1-BRSA-125-RJS,74281019787,Petrobras,1RJS573,RJ,Campos,BC-200,nan,nan,M,S,1,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,2002-01-18,2002-02-27,2002-03-03,Público,"	-23:23:19,938","	-39:59:18,829","-23,3888716666","-39,9885636111",SIRGAS2000,Definitiva,Vertical,5634.0,5658.0,5658.0,MR,24.0,0.0,2849.0,NM,nan,nan,nan,nan,Existe,Existe,Existe,nan,nan,Existe,Existe,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,NS-22,DEEPWATER FRONTIER,I,2024-11-24
1-BRSA-1289-RJS,74281027956,BP Energy,1RJS737,RJ,Campos,C-M-535,nan,nan,M,S,1,Pioneiro,DESCOBRIDOR DE NOVA JAZIDA PETRÓLEO,ABANDONADO PERMANENTEMENTE,2014-12-28,2015-01-18,2015-02-08,Público,"	-23:16:14,598","	-40:35:47,143","-23,2707216666","-40,5964286111",SIRGAS2000,Definitiva,Vertical,-3754.0,3788.0,3787.0,MR,33.0,0.0,2215.0,NM,nan,Campos,Ubatuba,nan,Existe,nan,Existe,Existe,Existe,Existe,nan,nan,nan,Existe,Existe,nan,Existe,Existe,nan,nan,nan,nan,SS-74,Sevan Driller,N,2024-11-24
1-BRSA-130-RJS,74316019833,Petrobras,1RJS581,RJ,Santos,BS-500,TMB  ,TAMBUATÁ,M,S,1,Pioneiro,PORTADOR DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,2002-02-20,2002-03-04,2002-03-14,Público,"	-24:18:46,743","	-42:21:26,949","-24,3129841666","-42,3574858333",SIRGAS2000,Definitiva,Vertical,3164.0,3246.0,3246.0,MR,18.0,0.0,1496.0,NM,nan,nan,nan,nan,Existe,Existe,Existe,nan,nan,Existe,Existe,nan,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,Existe,NS-21,OCEAN CLIPPER,I,2024-11-24
1-BRSA-15-RJS,74281018992,Petrobras,1RJS553,RJ,Campos,BC-400,nan,nan,M,S,1,Pioneiro,SECO COM INDÍCIOS DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,2000-09-01,2000-09-21,2000-09-24,Público,"	-22:22:22,627","	-39:51:19,311","-22,3729519444","-39,8553641666",SIRGAS2000,Definitiva,Vertical,3350.0,3375.0,3375.0,MR,25.0,0.0,1305.0,NM,nan,nan,nan,nan,Existe,Existe,Existe,nan,Existe,nan,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,SS-53,NOBLE PAUL WOLF,I,2024-11-24
1-BRSA-153-RJS,74316020066,Petrobras,1RJS585,RJ,Santos,BS-500,PRP  ,PIRAPITANGA,M,S,1,Pioneiro,INDEFINIDO,ABANDONADO PERMANENTEMENTE,2002-07-07,2002-10-14,2002-10-30,Público,"	-24:25:08,027","	-42:46:30,661","-24,4188963888","-42,7751836111",SIRGAS2000,Definitiva,Vertical,5886.0,5900.0,5900.0,MR,14.0,0.0,1470.0,NM,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,Existe,nan,nan,nan,Existe,Existe,NS-14,DISCOVER SEVEN SEAS,I,2024-11-24
1-BRSA-157-RJS,74316020094,Petrobras,1RJS586,RJ,Santos,BS-500,CAR  ,CARAPIA,M,S,1,Pioneiro,PRODUTOR COMERCIAL DE PETRÓLEO,ABANDONADO TEMPORARIAMENTE SEM MONITORAMENTO,2002-07-19,2002-07-30,2002-08-12,Público,"	-24:28:38,156","	-42:47:43,145","-24,4772655555","-42,7953180555",SIRGAS2000,Definitiva,Vertical,0.0,3157.0,3157.0,MR,18.0,0.0,1522.0,NM,nan,nan,nan,nan,Existe,Existe,Existe,nan,Existe,Existe,nan,nan,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,NS-21,OCEAN CLIPPER,I,2024-11-24
1-BRSA-16-SES,90121018999,Petrobras,1SES129,SE,Sergipe,nan,PRMS ,PIRANEMA SUL,M,S,1,Pioneiro,SECO COM INDÍCIOS DE PETRÓLEO E GÁS NATURAL,ABANDONADO PERMANENTEMENTE,2000-09-05,2000-11-03,2000-11-10,Público,"	-11:27:32,755","	-36:58:49,090","-11,4590986111","-36,9803027777",SIRGAS2000,Definitiva,Vertical,0.0,4180.0,0.0,MR,17.0,0.0,1574.0,NM,nan,nan,nan,nan,Existe,Existe,Existe,nan,Existe,nan,nan,nan,Existe,nan,nan,nan,Existe,Existe,nan,nan,nan,Existe,NS-21,OCEAN CLIPPER,I,2024-11-24
1-BRSA-161A-RJS,74316020229,Petrobras,1RJS582A,RJ,Santos,BS-500,TMB  ,TAMBUATÁ,M,S,1,Pioneiro,ABANDONADO POR IMPOSSIBILIDADE DE AVALIAÇÃO,ABANDONADO PERMANENTEMENTE,2002-11-02,2003-02-21,2003-03-12,Público,"	-24:21:16,278","	-42:25:13,497","-24,3545216666","-42,4204158333",SIRGAS2000,Definitiva,Vertical,5869.0,5897.0,5897.0,MR,24.0,0.0,1493.0,NM,nan,nan,nan,nan,Existe,Existe,Existe,nan,Existe,Existe,nan,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,Existe,NS-22,DEEPWATER FRONTIER,I,2024-11-24
1-BRSA-161-RJS,74316020123,Petrobras,1RJS582,RJ,Santos,BS-500,TMB  ,TAMBUATÁ,M,S,1,Pioneiro,ABANDONADO POR ACIDENTE MECÂNICO,ABANDONADO PERMANENTEMENTE,2002-08-13,2002-11-06,2002-11-06,Público,"	-24:21:16,277","	-42:25:13,497","-24,3545213888","-42,4204158333",SIRGAS2000,Definitiva,Vertical,5868.0,5892.0,5892.0,MR,24.0,0.0,1500.0,NM,nan,nan,nan,nan,nan,Existe,Existe,nan,Existe,Existe,nan,nan,Existe,nan,Existe,nan,Existe,nan,nan,nan,Existe,Existe,NS-22,DEEPWATER FRONTIER,I,2024-11-24
1-BRSA-172-ESS,34281020225,Petrobras,1ESS115,ES,Campos,BC-60,PRB  ,PIRAMBU,M,S,1,Pioneiro,PRODUTOR SUBCOMERCIAL DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,2002-11-07,2002-11-18,2002-11-25,Público,"	-21:21:46,411","	-39:57:58,127","-21,3628919444","-39,9661463888",SIRGAS2000,Definitiva,Vertical,3676.0,3700.0,3700.0,MR,24.0,0.0,1426.0,NM,nan,nan,nan,nan,Existe,Existe,Existe,nan,Existe,nan,nan,nan,nan,nan,Existe,nan,Existe,nan,nan,nan,nan,Existe,SS-53,NOBLE PAUL WOLF,I,2024-11-24
1-BRSA-176-RJS,74281020243,Petrobras,1RJS600,RJ,Campos,BC-200,nan,nan,M,S,1,Pioneiro,SECO COM INDÍCIOS DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,2002-11-25,2002-12-31,2003-01-09,Público,"	-23:09:32,642","	-40:04:13,365","-23,1590672222","-40,0703791666",SIRGAS2000,Definitiva,Vertical,4956.0,4970.0,4970.0,MR,14.0,0.0,2695.0,NM,nan,nan,nan,nan,Existe,Existe,Existe,nan,Existe,Existe,Existe,nan,nan,nan,Existe,nan,Existe,Existe,nan,nan,nan,Existe,NS-20,DEEPWATER EXPEDITION,I,2024-11-24
1-BRSA-186-ESS,34271020306,BW Maromba,1ESS120,ES,Espírito Santo,BES-100,nan,nan,M,S,1,Pioneiro,PORTADOR DE PETRÓLEO,ABANDONADO PERMANENTEMENTE,2003-01-18,2003-04-22,2003-05-12,Público,"	-20:37:18,526","	-39:30:40,769","-20,6218127777","-39,5113247222",SIRGAS2000,Definitiva,Vertical,6369.0,6406.0,6406.0,MR,25.0,0.0,2005.0,NM,nan,nan,nan,nan,Existe,Existe,Existe,nan,Existe,Existe,nan,nan,nan,nan,Existe,nan,Existe,Existe,nan,nan,nan,Existe,SS-53,NOBLE PAUL WOLF,I,2024-11-24
1-BRSA-187-RJS,74281020310,Petrobras,1RJS597,RJ,Campos,BC-50,nan,nan,M,S,1,Pioneiro,DESCOBRIDOR DE CAMPO COM PETRÓLEO E GÁS NATURAL,ABANDONADO PERMANENTEMENTE,2003-01-22,2003-02-13,2003-02-25,Público,"	-22:22:01,988","	-39:54:46,901","-22,3672188888","-39,9130280555",SIRGAS2000,Definitiva,Vertical,3125.0,3137.0,3137.0,MR,12.0,0.0,1072.0,NM,nan,nan,nan,nan,Existe,Existe,Existe,nan,Existe,Existe,nan,nan,Existe,nan,Existe,nan,Existe,Existe,nan,nan,nan,Existe,NS-09,S. C. LANCER,I,2024-11-24
1-BRSA-191-RJS,74281020362,Petrobras,1RJS599,RJ,Campos,BC-30,nan,nan,M,S,1,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,2003-02-26,2003-03-12,2003-03-17,Público,"	-22:47:29,834","	-40:33:38,773","-22,7916205555","-40,5607702777",SIRGAS2000,Definitiva,Vertical,3193.0,3205.0,3205.0,MR,12.0,0.0,786.0,NM,nan,nan,nan,nan,nan,Existe,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,NS-09,S. C. LANCER,I,2024-11-24
1-BRSA-192-ESS,34281020371,Petrobras,1ESS119,ES,Campos,BC-60,JUB  ,JUBARTE,M,S,1,Pioneiro,DESCOBRIDOR DE CAMPO COM PETRÓLEO,ABANDONADO PERMANENTEMENTE,2003-03-05,2003-03-17,2003-04-05,Público,"	-21:13:25,437","	-39:57:41,288","-21,2237325","-39,9614688888",SIRGAS2000,Definitiva,Vertical,3577.0,3600.0,3600.0,MR,22.0,0.0,1464.0,NM,nan,nan,nan,nan,Existe,Existe,Existe,nan,nan,nan,Existe,nan,nan,nan,Existe,nan,Existe,nan,nan,nan,nan,nan,SS-59,SEDCO EXPRESS,I,2024-11-24
1-BRSA-196-ESS,34281020419,Petrobras,1ESS122,ES,Campos,BC-60,BLA  ,BALEIA ANÃ,M,S,1,Pioneiro,DESCOBRIDOR DE CAMPO COM PETRÓLEO,ABANDONADO PERMANENTEMENTE,2003-04-06,2003-04-12,2003-04-23,Público,"	-21:09:04,112","	-39:57:41,918","-21,1511422222","-39,9616438888",SIRGAS2000,Definitiva,Vertical,0.0,3024.0,0.0,MR,23.0,0.0,1496.0,NM,nan,nan,nan,nan,Existe,Existe,Existe,nan,Existe,Existe,nan,nan,Existe,nan,Existe,nan,Existe,Existe,nan,nan,nan,Existe,SS-59,SEDCO EXPRESS,N,2024-11-24
1-BRSA-201A-SPS,86316020458,Petrobras,1SPS37A,SP,Santos,BS-400,MXL  ,MEXILHÃO,M,S,1,Pioneiro,PORTADOR DE GÁS NATURAL,ABANDONADO PERMANENTEMENTE,2003-05-01,2003-07-23,2003-10-16,Público,"	-24:32:11,007","	-44:20:01,586","-24,5363908333","-44,3337738888",SIRGAS2000,Definitiva,Vertical,5538.0,5563.0,5563.0,MR,25.0,0.0,425.0,NM,nan,nan,nan,nan,Existe,Existe,Existe,nan,Existe,Existe,nan,nan,Existe,nan,Existe,nan,Existe,Existe,nan,nan,nan,Existe,SS-48,PRIDE SOUTH ATLANTIC,I,2024-11-24
1-BRSA-211-RJS,74316020467,Petrobras,1RJS587,RJ,Santos,BS-500,URG  ,URUGUÁ,M,S,1,Pioneiro,INDEFINIDO,ABANDONADO PERMANENTEMENTE,2003-05-05,2003-07-20,2003-07-26,Público,"	-24:19:34,248","	-42:39:47,685","-24,32618","-42,6632458333",SIRGAS2000,Definitiva,Vertical,5989.0,6020.0,6020.0,MR,24.0,0.0,1391.0,NM,nan,nan,nan,nan,Existe,Existe,Existe,nan,Existe,Existe,Existe,nan,nan,nan,Existe,nan,Existe,Existe,nan,nan,Existe,Existe,NS-14,DISCOVER SEVEN SEAS,I,2024-11-24
1-BRSA-214-SES,90121020487,Petrobras,1SES152,SE,Sergipe,SEAL-100,nan,nan,M,S,1,Pioneiro,SECO SEM INDÍCIOS,ABANDONADO PERMANENTEMENTE,2003-05-16,2003-06-02,2003-06-08,Público,"	-11:32:10,785","	-36:58:19,694","-11,5363291666","-36,9721372222",SIRGAS2000,Definitiva,Vertical,3900.0,3918.0,3918.0,MR,18.0,0.0,1720.0,NM,nan,nan,nan,nan,Existe,Existe,Existe,nan,nan,nan,Existe,nan,nan,nan,nan,nan,Existe,nan,nan,nan,nan,nan,NS-21,OCEAN CLIPPER,nan,2024-11-24
