;;;;;;;;;;
Bacia sedimentar;Código do poço (API);Nome do poço (ANP);Número do testemunho;Profundidade do plugue (m);Orientação do plugue (H ou V);Identificador da caixa;Total de caixas;Data de conclusão do poço;Município/Estado;Depositária
POTIGUAR;301000142400;7-FZB-293-CE;3;3920;H;-;1;18/06/1983;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000142400;7-FZB-293-CE;3;388.7;H;-;1;18/06/1983;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000142400;7-FZB-293-CE;2;382.1;H;-;1;18/06/1983;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000142400;7-FZB-293-CE;1;376.4;H;-;1;18/06/1983;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;1;359.7;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;1;360.1;V;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;1;360.1;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;1;360.4;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;1;360.8;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;1;361.6;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;1;361.8;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;1;362.9;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;1;362.9;V;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;1;364.3;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;1;364.3;V;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;1;364.6;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;1;364.9;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;1;364.9;V;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;1;365.7;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;2;369.3;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;2;369.8;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;2;37.0;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;2;374.05;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;2;374.1;V;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;3;377.25;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;3;378.25;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;3;378.33;V;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;3;379.1;V;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;3;379.1;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;3;383.4;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;3;383.6;V;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;3;383.6;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;4;388.15;V;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;4;388.2;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;4;388.6;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;4;388.8;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;4;392.7;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;4;393.5;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;4;393.5;V;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;4;393.8;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;5;396.56;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;5;398.7;V;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;5;398.7;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000372600;7-FZB-466-CE;5;399.37;H;-;1;14/10/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;1;116.0;H;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;1;117.6;H;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;1;119.5;H;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;1;120.0;H;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;1;121.05;H;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;1;121.6;H;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;1;121.9;H;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;1;122.3;H;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;1;122.3;V;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;1;122.7;H;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;1;123.8;H;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;2;124.6;V;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;2;124.6;H;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;2;125.1;V;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;2;125.1;H;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;2;125.4;H;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;2;126.2;V;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;2;126.2;H;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;2;126.7;H;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;2;127.0;H;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;2;127.4;H;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;2;127.7;H;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;2;128.2;H;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;2;128.6;V;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;2;128.6;H;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;2;129.0;H;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;2;129.4;H;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;2;129.4;V;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;2;129.8;H;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;2;130.3;V;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;2;130.3;H;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;2;131.3;H;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;2;131.7;V;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000086200;7-FZB-145-CE;2;131.7;H;-;1;18/04/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000082700;3-FZB-105-CE;1;380.4;H;-;1;24/03/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000082700;3-FZB-105-CE;1;380.8;H;-;1;24/03/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000082700;3-FZB-105-CE;1;380.8;V;-;1;24/03/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000082700;3-FZB-105-CE;1;381.1;H;-;1;24/03/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000082700;3-FZB-105-CE;1;382.3;H;-;1;24/03/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000082700;3-FZB-105-CE;1;383.3;H;-;1;24/03/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000082700;3-FZB-105-CE;1;384.6;H;-;1;24/03/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000082700;3-FZB-105-CE;1;384.6;V;-;1;24/03/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000082700;3-FZB-105-CE;2;387.7;V;-;1;24/03/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000082700;3-FZB-105-CE;2;387.7;H;-;1;24/03/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000082700;3-FZB-105-CE;2;389.2;V;-;1;24/03/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000082700;3-FZB-105-CE;2;389.2;H;-;1;24/03/1982;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061800;7-FZB-36-CE;2;355.2;H;-;1;18/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061800;7-FZB-36-CE;2;355.5;V;-;1;18/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061800;7-FZB-36-CE;2;355.8;H;-;1;18/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061800;7-FZB-36-CE;2;356.2;H;-;1;18/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061800;7-FZB-36-CE;2;358.4;H;-;1;18/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061800;7-FZB-36-CE;2;358.6;H;-;1;18/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061800;7-FZB-36-CE;3;361.1;H;-;1;18/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061800;7-FZB-36-CE;3;365.8;H;-;1;18/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061800;7-FZB-36-CE;3;366.7;H;-;1;18/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061800;7-FZB-36-CE;3;366.7;V;-;1;18/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061800;7-FZB-36-CE;5;376.9;H;-;1;18/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061800;7-FZB-36-CE;5;380.6;H;-;1;18/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061800;7-FZB-36-CE;5;381.2;H;-;1;18/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061800;7-FZB-36-CE;5;382.7;H;-;1;18/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061800;7-FZB-36-CE;5;383.7;H;-;1;18/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061800;7-FZB-36-CE;6;388.2;H;-;1;18/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061800;7-FZB-36-CE;6;388.5;H;-;1;18/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061800;7-FZB-36-CE;6;389.3;H;-;1;18/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061800;7-FZB-36-CE;8;396.7;H;-;1;18/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000065900;7-FZB-58-CE;4;367.5;H;-;1;26/10/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000065900;7-FZB-58-CE;5;370.2;H;-;1;26/10/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000065900;7-FZB-58-CE;5;370.7;H;-;1;26/10/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000065900;7-FZB-58-CE;6;379.4;H;-;1;26/10/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000065900;7-FZB-58-CE;6;379.5;H;-;1;26/10/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000065900;7-FZB-58-CE;6;379.6;H;-;1;26/10/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000065900;7-FZB-58-CE;6;381.1;H;-;1;26/10/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000065900;7-FZB-58-CE;6;383.1;H;-;1;26/10/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000065900;7-FZB-58-CE;6;384.4;H;-;1;26/10/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000065900;7-FZB-58-CE;6;384.6;H;-;1;26/10/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000065900;7-FZB-58-CE;7;389.4;H;-;1;26/10/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000065900;7-FZB-58-CE;7;389.6;H;-;1;26/10/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000065900;7-FZB-58-CE;7;389.8;H;-;1;26/10/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000065900;7-FZB-58-CE;7;390.3;H;-;1;26/10/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000065900;7-FZB-58-CE;7;393.1;H;-;1;26/10/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000065900;7-FZB-58-CE;8;395.3;H;-;1;26/10/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000065900;7-FZB-58-CE;8;397.7;H;-;1;26/10/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000065900;7-FZB-58-CE;8;398.7;V;-;1;26/10/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000065900;7-FZB-58-CE;10;406.4;H;-;1;26/10/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000065900;7-FZB-58-CE;10;406.6;H;-;1;26/10/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000065900;7-FZB-58-CE;10;406.9;H;-;1;26/10/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000065900;7-FZB-58-CE;11;409.8;H;-;1;26/10/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000371300;7-FZB-458-CE;1;395.3;H;-;1;29/09/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000371300;7-FZB-458-CE;1;392.9;V;-;1;29/09/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000371300;7-FZB-458-CE;1;392.9;H;-;1;29/09/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000371300;7-FZB-458-CE;1;397.55;H;-;1;29/09/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000371300;7-FZB-458-CE;2;400.0;V;-;1;29/09/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000371300;7-FZB-458-CE;2;400.0;H;-;1;29/09/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000371300;7-FZB-458-CE;2;403.0;H;-;1;29/09/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000371300;7-FZB-458-CE;2;403.0;V;-;1;29/09/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000371300;7-FZB-458-CE;2;405.1;V;-;1;29/09/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000371300;7-FZB-458-CE;2;405.1;H;-;1;29/09/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000371300;7-FZB-458-CE;3;411.5;H;-;1;29/09/1990;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000147700;7-FZB-303-CE;1;301.5;H;-;1;07/08/1983;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000147700;7-FZB-303-CE;1;301.9;H;-;1;07/08/1983;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000147700;7-FZB-303-CE;2;307.0;H;-;1;07/08/1983;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000147700;7-FZB-303-CE;3;313.2;H;-;1;07/08/1983;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000147700;7-FZB-303-CE;9;346.6;H;-;1;07/08/1983;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000147700;7-FZB-303-CE;9;346.9;H;-;1;07/08/1983;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000147700;7-FZB-303-CE;9;347.9;H;-;1;07/08/1983;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000147700;7-FZB-303-CE;9;348.7;H;-;1;07/08/1983;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000147700;7-FZB-303-CE;10;357.4;H;-;1;07/08/1983;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000147700;7-FZB-303-CE;10;357.6;H;-;1;07/08/1983;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000147700;7-FZB-303-CE;10;358.2;H;-;1;07/08/1983;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000057800;3-FZB-12-CE;1;405.7;H;-;1;23/05/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000057800;3-FZB-12-CE;1;406.0;H;-;1;23/05/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000057800;3-FZB-12-CE;1;407.3;H;-;1;23/05/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000057800;3-FZB-12-CE;1;406.1;H;-;1;23/05/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000057800;3-FZB-12-CE;1;406.2;H;-;1;23/05/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000057800;3-FZB-12-CE;1;411.1;H;-;1;23/05/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000057800;3-FZB-12-CE;1;411.5;H;-;1;23/05/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000057800;3-FZB-12-CE;2;416.5;H;-;1;23/05/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059100;3-FZB-13-CE;1;211.6;H;-;1;27/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059100;3-FZB-13-CE;1;212.0;H;-;1;27/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059100;3-FZB-13-CE;1;212.0;H;-;1;27/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059100;3-FZB-13-CE;1;212.4;H;-;1;27/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059100;3-FZB-13-CE;1;212.9;H;-;1;27/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059100;3-FZB-13-CE;1;213.6;H;-;1;27/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000059100;3-FZB-13-CE;1;213.9;H;-;1;27/06/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061900;3-FZB-25-CE;1;303.8;H;-;1;17/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000061900;3-FZB-25-CE;1;304.5;H;-;1;17/08/1981;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;419.1;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;419.7;V;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;419.9;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;420.1;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;420.65;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;420.7;V;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;420.9;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;421.15;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;421.4;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;421.5;V;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;421.9;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;422.1;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;422.6;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;422.7;V;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;422.9;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;423.15;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;423.65;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;423.7;V;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;423.9;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;424.1;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;424.65;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;424.7;V;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;424.85;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;425.2;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;425.65;V;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;425.7;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;425.9;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;426.2;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;426.65;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;426.75;V;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;426.9;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;427.15;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;427.7;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;1;427.85;V;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;2;430.8;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;2;430.85;V;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;2;431.15;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;2;431.85;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;2;432.15;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;2;432.65;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;2;432.7;V;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;2;432.8;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;2;433.2;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;2;434.15;V;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;2;434.2;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;2;434.3;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;2;434.65;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;2;434.7;V;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;2;434.9;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;2;435.05;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;2;435.6;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;2;435.7;V;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
POTIGUAR;301000535600;7-FZB-573A-CE;2;435.85;H;-;1;28/04/1998;RIO DE JANEIRO/RJ;3R
